Index,Acreage_data Page,Pop_data Page,STATE/SUPERINTENDENCY,TRIBE,AGENCY,RESERVATION,YEAR,POPULATION,ACREAGE,SCHOOL,N_STUDENTS,DAY Y/N/B,BOARDING_N_ACC,DAY_N_ACC,STUDENTS_ENROLL,AVG_ATTENDANCE,N_MISSIONARIES,ARCHIVE NOTES,,
4201,348,330,Dakota,Blackfeet Sioux,Cheyenne River Agency,,1882,239,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4202,348,330,Dakota,Sans Arc Sioux,Cheyenne River Agency,,1882,776,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4203,348,330,Dakota,Minneconjou Sioux,Cheyenne River Agency,,1882,1399,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4204,348,330,Dakota,Two Kettle Sioux,Cheyenne River Agency,,1882,774,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4205,,,,,Cheyenne and Arapaho Agency,,1882,NA,4297771 (a),NA,1140,NA,NA,NA,,NA,5,,,
4206,352,332,Indian Territory ,Cheyenne,Cheyenne and Arapaho Agency,,1882,4255,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4207,352,332,Indian Territory ,Arapahoe,Cheyenne and Arapaho Agency,,1882,2314,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4208,,344,,,Carlisle Schoool,,1882,NA,NA,NA,300,NA,NA,NA,,NA,NA,Boarding,,
4209,,344,Pennsylvania,Apache,Carlisle Schoool,,1882,5,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4210,,344,Pennsylvania,Arapaho ,Carlisle Schoool,,1882,30,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4211,,344,Pennsylvania,Caddo,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4212,,344,Pennsylvania,Cheyenne,Carlisle Schoool,,1882,42,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4213,,344,Pennsylvania,Comanche,Carlisle Schoool,,1882,11,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4214,,344,Pennsylvania,Creek,Carlisle Schoool,,1882,25,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4215,,344,Pennsylvania,Delaware,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4216,,344,Pennsylvania,Gros Ventre,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4217,,344,Pennsylvania,Iowa,Carlisle Schoool,,1882,5,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4218,,344,Pennsylvania,Kaw,Carlisle Schoool,,1882,4,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4219,,344,Pennsylvania,Keechie,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4220,,344,Pennsylvania,Kiowa,Carlisle Schoool,,1882,9,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4221,,344,Pennsylvania,Lipan,Carlisle Schoool,,1882,2,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4222,,344,Pennsylvania,Menomonee,Carlisle Schoool,,1882,8,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4223,,344,Pennsylvania,Miami,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4224,,344,Pennsylvania,Modoc,Carlisle Schoool,,1882,4,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4225,,344,Pennsylvania,Navajo,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4226,,344,Pennsylvania,Nez Perce,Carlisle Schoool,,1882,5,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4227,,344,Pennsylvania,Northern Arapaho ,Carlisle Schoool,,1882,10,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4228,,344,Pennsylvania,Omaha,Carlisle Schoool,,1882,31,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4229,,344,Pennsylvania,Osage,Carlisle Schoool,,1882,34,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4230,,344,Pennsylvania,Ottawa,Carlisle Schoool,,1882,2,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4231,,344,Pennsylvania,Pawnee,Carlisle Schoool,,1882,13,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4232,,344,Pennsylvania,Ponca,Carlisle Schoool,,1882,5,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4233,,344,Pennsylvania,Pueblo,Carlisle Schoool,,1882,18,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4234,,344,Pennsylvania,Sac and Fox ,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4235,,344,Pennsylvania,Sioux Rosebud,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4236,,344,Pennsylvania,Sioux Pine Ridge,Carlisle Schoool,,1882,5,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4237,,344,Pennsylvania,Sioux Sisseton ,Carlisle Schoool,,1882,8,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4238,,344,Pennsylvania,Seminole ,Carlisle Schoool,,1882,2,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4239,,344,Pennsylvania,Shoshone,Carlisle Schoool,,1882,2,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4240,,344,Pennsylvania,Towaconie ,Carlisle Schoool,,1882,1,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4241,,344,Pennsylvania,Wichita,Carlisle Schoool,,1882,7,NA,NA,School/Agency,NA,NA,NA,,NA,School/Agency,,,
4242,356,336,Montana,"Blackfeet, Blood, and Piegan ",Blackfeet Agency,,1882,6000,21651200 (a),NA,1500,NA,NA,NA,,NA,0,Check to see if it is under White Earth Agency vs Blackfeet agency. Acreage_data: Includes Fort Peck and Fort Belknap Agencies.,,
4243,288,270,Dakota,Yankton Sioux,Yankton Agency,,1883,1950,430405 (a),NA,500,NA,NA,NA,,NA,4,,,
4244,,,,,Yakama Agency,,1883,3120,800000 (a),NA,550,NA,NA,NA,,NA,NA,,,
4245,300,280,Washington,Yakama,Yakama Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4246,300,280,Washington,Klikitat,Yakama Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4247,300,280,Washington,Pisquouse,Yakama Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4248,300,280,Washington,Wenatshapam ,Yakama Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4249,300,280,Washington,Seapcat,Yakama Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4250,300,280,Washington,Pi-Ute and others ,Yakama Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4251,294,,Nebraska,,Winnebago and Omaha Agency,,1883,NA,NA,NA,NA,NA,NA,NA,,NA,,,,
4252,294,276,Nebraska,Winnebago,Winnebago and Omaha Agency,,1883,1307,109844 (a),NA,190,NA,NA,NA,,NA,NA,,,
4253,294,276,Nebraska,Omaha,Winnebago and Omaha Agency,,1883,1192,143225 (a),NA,175,NA,NA,NA,,NA,NA,,,
4254,,,Minnesota,,White Earth Agency ,,1883,NA,1091523 (a),NA,471,NA,NA,NA,,NA,NA,N_students: White Earth boarding,,
4255,294,274,Minnesota,Mississippi Chippewa,White Earth Agency ,,1883,896,Agency,NA,Agency,NA,NA,NA,,NA,7,,,
4256,294,274,Minnesota,"Otter Tail, Pillager, Chippewa",White Earth Agency ,,1883,570,Agency,NA,Agency,NA,NA,NA,,NA,As above,,,
4257,294,274,Minnesota,Pembina Chippewa,White Earth Agency ,,1883,235,Agency,NA,Agency,NA,NA,NA,,NA,As above,,,
4258,294,274,Minnesota,Red Lake Chippewa,White Earth Agency ,,1883,1057,3200000 (a),NA,200,NA,NA,NA,,NA,3,,,
4259,294,274,Minnesota,Pillager Chippewa at Lake Winnebagoshish and Cass Lake ,White Earth Agency ,,1883,351,Agency,NA,Agency,NA,NA,NA,,NA,2,,,
4260,294,274,Minnesota,"Pillager Chippewa, Leech Lake ",White Earth Agency ,,1883,1137,414440 (a),NA,383,NA,NA,NA,,NA,As above,,,
4261,294,274,Minnesota,Mississippi Chippewa,White Earth Agency ,,1883,95,Agency,NA,Agency,NA,NA,NA,,NA,As above,,,
4262,294,274,Minnesota,Mississippi Chippewa at Mille Lac,White Earth Agency ,,1883,894,Agency,NA,Agency,NA,NA,NA,,NA,NA,,,
4263,296,276,Nevada,Shoshone,Western Shoshone Agency,,1883,825,243200 (a),NA,50,NA,NA,NA,,NA,NA,,,
4264,,,Oregon,,Warm Springs Agency,,1883,NA,464000 (a),NA,140,NA,NA,NA,,NA,1,,,
4265,298,278,Oregon,Warm Spring,Warm Springs Agency,,1883,425,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4266,298,278,Oregon,Wasco,Warm Springs Agency,,1883,247,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4267,298,278,Oregon,Tenino,Warm Springs Agency,,1883,75,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4268,298,278,Oregon,John Day ,Warm Springs Agency,,1883,49,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4269,298,278,Oregon,Pi-Ute,Warm Springs Agency,,1883,13,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4270,290,272,Indian Territory ,Chickasaw,Union Agency,,1883,6000,4650925 (a),NA,1000,NA,NA,NA,,NA,15,Pop_data: Estimated; Acreage_data: From last report ,,
4271,290,272,Indian Territory ,Choctaw,Union Agency,,1883,18000,6688000 (a),NA,3000,NA,NA,NA,,NA,24,Pop_data: Estimated; Acreage_data: From last report ,,
4272,290,272,Indian Territory ,Cherokee,Union Agency,,1883,22000,5031351 (a),NA,5000,NA,NA,NA,,NA,34,Pop_data: Estimated; Acreage_data: From last report ,,
4273,290,272,Indian Territory ,Creek,Union Agency,,1883,14000,3215495 (a),NA,2000,NA,NA,NA,,NA,15,Pop_data: Estimated; Acreage_data: From last report ,,
4274,290,272,Indian Territory ,Seminole,Union Agency,,1883,3000,200000 (a),NA,450,NA,NA,NA,,NA,5,Pop_data: Estimated; Acreage_data: From last report ,,
4275,290,NA,Indian Territory ,Unoccupied Cherokee lands between the Cimarron River and the 100th meridian,Union Agency,,1883,NA,2279618 (a),NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4276,290,NA,Indian Territory ,"Unoccupied Cherokee lands embraced within Arapaho and Cheyenne treaty reservation, east of Pawnee Reservation",Union Agency,,1883,NA,105456 (a),NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4277,290,NA,Indian Territory ,"Unoccupied Cherokee lands embraced within Arapaho and Cheyenne treaty reservation, west of Pawnee Reservation",Union Agency,,1883,NA,3637770 (a),NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4278,292,NA,Indian Territory ,"Unoccupied Creek lands embraced with Arapaho and Cheyenne treaty reservation, north of Cimarron River, exclusive of Pawnee Reservation",Union Agency,,1883,NA,683139 (a),NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4279,292,NA,Indian Territory ,"Unoccupied Creek and Seminole ceded land, east of 98th meridian",Union Agency,,1883,NA,1645890 (a),NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4280,292,NA,Indian Territory ,Unoccupied Chickasaw and Choctaw leased lands west of North Fork of the Red River,Union Agency,,1883,NA,1511576 (a),NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4281,,,Oregon,,Umatilla Agency,,1883,NA,268800 (a),NA,95,NA,NA,NA,,NA,NA,,,
4282,298,278,Oregon,Walla-Walla,Umatilla Agency,,1883,395,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4283,298,278,Oregon,Cayuse,Umatilla Agency,,1883,345,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4284,298,278,Oregon,Umatilla,Umatilla Agency,,1883,157,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4285,298,280,Utah,,Uintah Valley Agency,,1883,NA,2039040 (a),NA,470-260,NA,NA,NA,,NA,NA,N_Students: Of these 260 belong to the Ouray Agency,,
4286,298,280,Utah,Uintah ute,Uintah Valley Agency,,1883,430,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4287,298,280,Utah,White River Ute,Uintah Valley Agency,,1883,535,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4288,,,California,,Tule River Agency ,,1883,NA,48551 (a),NA,20,NA,NA,NA,,NA,NA,,,
4289,286,266,California,Tule and Tejon ,Tule River Agency ,,1883,143,Agency,NA,Agency,NA,NA,NA,,NA,NA,,,
4290,286,266,California,"Wichumni, Kaweah, and Kings River",Tule River Agency ,,1883,540,Agency,NA,Agency,NA,NA,NA,,NA,NA,From report of 1882,,
4291,,,Texas,,Tonkawa Special Agency,,1883,NA,NA,NA,,NA,NA,NA,,NA,NA,,,
4292,298,278,Texas,Lipan,Tonkawa Special Agency,,1883,19,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4293,298,278,Texas,Tonkawa,Tonkawa Special Agency,,1883,79,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4294,,,Dakota,,Standing Rock Agency,,1883,NA,NA,NA,870,NA,NA,NA,,NA,6,,,
4295,288,270,Dakota,Lower Yanktonnais Sioux,Standing Rock Agency,,1883,599,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4296,288,270,Dakota,Upper Yanktonnais Sioux,Standing Rock Agency,,1883,1242,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4297,288,270,Dakota,Blackfeet Sioux,Standing Rock Agency,,1883,698,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4298,288,270,Dakota,Uncapapa Sioux,Standing Rock Agency,,1883,1829,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4299,288,270,Dakota,Mixed Blood of above bands,Standing Rock Agency,,1883,104,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4300,286,268,Colorado ,"Muache, Capote, and Weeminuche Utes",Southern Ute Agency,,1883,968,1094400 (a),NA,NA,NA,NA,NA,,NA,NA,,,
4301,288,270,Dakota,Sisseton and Wahpeton Sioux,Sisseton Agency,,1883,1479,918780 (a),NA,280,NA,NA,NA,,NA,4,,,
4302,,,Oregon,,Siletz Agency,,1883,NA,225000 (a),NA,120,NA,NA,NA,,NA,NA,,,
4303,298,278,Oregon,Alsea,Siletz Agency,,1883,98,Agency,NA,Agency,NA,NA,NA,,NA,Agency,From report of 1882,,
4304,298,278,Oregon,Chasta Costa ,Siletz Agency,,1883,55,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4305,298,278,Oregon,Chetco,Siletz Agency,,1883,68,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4306,298,278,Oregon,Tootootna,Siletz Agency,,1883,83,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4307,298,278,Oregon,Coos,Siletz Agency,,1883,73,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4308,298,278,Oregon,Umpqua,Siletz Agency,,1883,20,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4309,298,278,Oregon,Coquill,Siletz Agency,,1883,114,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4310,298,278,Oregon,Euchre,Siletz Agency,,1883,40,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4311,298,278,Oregon,Nultonatna,Siletz Agency,,1883,33,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4312,298,278,Oregon,Galise Creek,Siletz Agency,,1883,37,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4313,298,278,Oregon,Joshua,Siletz Agency,,1883,44,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4314,298,278,Oregon,Klamath,Siletz Agency,,1883,46,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4315,298,278,Oregon,Sixes,Siletz Agency,,1883,53,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4316,298,278,Oregon,Macnootna,Siletz Agency,,1883,40,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4317,298,278,Oregon,Neztucca,Siletz Agency,,1883,37,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4318,298,278,Oregon,Rogue River,Siletz Agency,,1883,53,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4319,298,278,Oregon,Salmon River,Siletz Agency,,1883,18,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4320,298,278,Oregon,Sinslaw,Siletz Agency,,1883,85,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4321,,,Wyoming,,Shoshone Agency,,1883,NA,2342400 (a),NA,320,NA,NA,NA,,NA,1,,,
4322,300,282,Wyoming,Shoshone,Shoshone Agency,,1883,928,Agency,NA,Agency,NA,NA,NA,,NA,Agency,150 absent,,
4323,300,282,Wyoming,Northern Arapaho,Shoshone Agency,,1883,952,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4324,,,Nebraska,,Santee and Flandreau Agency,,1883,NA,115076 (a),NA,187,NA,NA,NA,,NA,NA,N_Students: Of these 35 are Poncas.,,
4325,294,276,Nebraska,Ponca,Santee and Flandreau Agency,,1883,170,Agency,NA,Agency,NA,NA,NA,,NA,NA,,,
4326,294,276,Nebraska,Santee Sioux,Santee and Flandreau Agency,,1883,762,Agency,NA,Agency,NA,NA,NA,,NA,NA,,,
4327,294,276,Nebraska,Santee Sioux at Flandreau,Santee and Flandreau Agency,,1883,268,Agency,NA,83,NA,NA,NA,,NA,NA,,,
4328,,,Arizona,,San Carlos Agency,,1883,NA,2528000 (a),NA,,NA,NA,NA,,NA,NA,,,
4329,286,266,Arizona,White Mountain Apache,San Carlos Agency,,1883,1500,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4330,286,266,Arizona,San Carlos Apache,San Carlos Agency,,1883,1150,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4331,286,266,Arizona,Chiricahua,San Carlos Agency,,1883,450,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4332,286,266,Arizona,Apache Yuma,San Carlos Agency,,1883,350,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4333,286,266,Arizona,Apache Tonto,San Carlos Agency,,1883,900,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4334,286,266,Arizona,Apache Mohave,San Carlos Agency,,1883,650,Agency,NA,,NA,NA,NA,,NA,Agency,,,
4335,,,Indian Territory ,,Sac and Fox Agency,,1883,NA,1055544 (a),NA,530,NA,NA,NA,,NA,2,,,
4336,290,272,Indian Territory ,Sac and Fox of the Mississippi ,Sac and Fox Agency,,1883,431,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4337,290,272,Indian Territory ,Absentee Shawnee,Sac and Fox Agency,,1883,720,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4338,290,272,Indian Territory ,Pottawatomie (Citizen),Sac and Fox Agency,,1883,500,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4339,290,272,Indian Territory ,Mexican Kickapoo,Sac and Fox Agency,,1883,420,Agency,NA,NA,NA,NA,NA,,NA,Agency,,,
4340,290,272,Indian Territory ,Iowa,Sac and Fox Agency,,1883,88,Agency,NA,NA,NA,NA,NA,,NA,Agency,,,
4341,290,272,Indian Territory ,Mokohoko band of Sac and Fox wandering in Kansas,Sac and Fox Agency,,1883,90,NA,NA,NA,NA,NA,NA,,NA,NA,Estimated,,
4342,290,272,Indian Territory ,Otoe,Sac and Fox Agency,,1883,235,NA,NA,NA,NA,NA,NA,,NA,NA,From report of 1881,,
4343,292,274,Iowa,Sac and Fox  ,Sac and Fox Agency,,1883,348,1272 (a),NA,101,NA,NA,NA,,NA,1,,,
4344,,,California,,Round Valley Agency,,1883,216,102118 (a),NA,91,NA,NA,NA,,NA,1,,,
4345,286,266,California,Concow,Round Valley Agency,,1883,149,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4346,286,266,California,Little Lake ,Round Valley Agency,,1883,186,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4347,286,266,California,Redwood,Round Valley Agency,,1883,28,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4348,286,266,California,Ukie,Round Valley Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4349,286,266,California,Wylackie,Round Valley Agency,,1883,Agency,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4350,286,266,California,Potter Valley,Round Valley Agency,,1883,29,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4351,286,266,California,Pitt River,Round Valley Agency,,1883,25,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4352,,270,Dakota,,Rosebud Agency,,1883,NA,NA,NA,1500,NA,NA,NA,,NA,4,,,
4353,288,270,Dakota,Brule Sioux No. 1,Rosebud Agency,,1883,2115,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4354,288,270,Dakota,Brule Sioux No. 2,Rosebud Agency,,1883,1559,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4355,288,270,Dakota,Loafer Sioux,Rosebud Agency,,1883,1528,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4356,288,270,Dakota,Wahzahzah Sioux,Rosebud Agency,,1883,1076,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4357,288,270,Dakota,Two Kettle Sioux,Rosebud Agency,,1883,390,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4358,288,270,Dakota,Northern Sioux,Rosebud Agency,,1883,455,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4359,288,270,Dakota,Bulldog Sioux,Rosebud Agency,,1883,180,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4360,288,270,Dakota,Mixed Sioux,Rosebud Agency,,1883,425,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4361,,,Indian Territory,,Quapaw Agency,,1883,NA,50301 (a),NA,281,NA,NA,NA,,NA,NA,,,
4362,290,272,Indian Territory,Seneca,Quapaw Agency,,1883,226,51958 (a),NA,Agency,NA,NA,NA,,NA,1,Acreage_data: From last report.,,
4363,290,272,Indian Territory,Wyandotte,Quapaw Agency,,1883,287,21406 (a),NA,Agency,NA,NA,NA,,NA,2,Acreage_data: From last report.,,
4364,290,272,Indian Territory,Eastern Shawnee,Quapaw Agency,,1883,73,13048 (a),NA,Agency,NA,NA,NA,,NA,NA,Acreage_data: From last report.,,
4365,290,272,Indian Territory,Miamis (Western),Quapaw Agency,,1883,61,Agency,NA,Agency,NA,NA,NA,,NA,1,,,
4366,290,272,Indian Territory,Peoria,Quapaw Agency,,1883,142,Agency,NA,Agency,NA,NA,NA,,NA,NA,,,
4367,290,272,Indian Territory,Modoc,Quapaw Agency,,1883,102,4040 (a),NA,Agency,NA,NA,NA,,NA,3,,,
4368,290,272,Indian Territory,Quapaw ,Quapaw Agency,,1883,55,56685 (a),NA,Agency,NA,NA,NA,,NA,NA,,,
4369,290,272,Indian Territory,Ottawa,Quapaw Agency,,1883,125,14860 (a),NA,Agency,NA,NA,NA,,NA,1,Acreage_data: From last report.,,
4370,296,276,New Mexico,Pueblo,Pueblo Agency,,1883,9240,906845 (a),NA,2000,NA,NA,NA,,NA,8,Estimated; N_Students: From report of 1882,,
4371,292,274,Kansas,Pottawatomie  ,Pottawatomie and Great Nemeha Agency,,1883,410,77358 (a),NA,55+35,NA,NA,NA,,NA,NA,,,
4372,292,274,Kansas,Kickapoo,Pottawatomie and Great Nemeha Agency,,1883,234,20273 (a),NA,45+35,NA,NA,NA,,NA,NA,,,
4373,292,274,Kansas,Chippewa and Munsee,Pottawatomie and Great Nemeha Agency,,1883,71,4395 (a),NA,15,NA,NA,NA,,NA,NA,,,
4374,292,274,Kansas,Sac and Fox of Missouri,Pottawatomie and Great Nemeha Agency,,1883,75,8014 (a),NA,46+50,NA,NA,NA,,NA,NA,,,
4375,292,274,Kansas,Iowa,Pottawatomie and Great Nemeha Agency,,1883,132,16000 (a),NA,NA,NA,NA,NA,,NA,NA,,,
4376,290,272,Indian Territory,Ponca,Ponca Agency,,1883,537,101894 (a),NA,132+65,NA,NA,NA,,NA,NA,*Boarding + Day school pop,,
4377,290,272,Indian Territory,Nez Perce,Ponca Agency,,1883,282,90711 (a),NA,54,NA,NA,NA,,NA,NA,,,
4378,,,Dakota,,Pine Ridge Agency,,1883,NA,NA,NA,1800,NA,NA,NA,,NA,1,,,
4379,288,270,Dakota,Ogalalla Sioux,Pine Ridge Agency,,1883,7800,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4380,288,270,Dakota,Northern Cheyenne,Pine Ridge Agency,,1883,200,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4381,,,Arizona,,"Pima, Maricopa, and Papago Agency",,1883,NA,181120 (a),NA,3030,NA,NA,NA,,NA,,,,
4382,286,266,Arizona,Pima,"Pima, Maricopa, and Papago Agency",,1883,4800,Agency,NA,Agency,NA,NA,NA,,NA,1,Estimated,,
4383,286,266,Arizona,Maricopa,"Pima, Maricopa, and Papago Agency",,1883,574,Agency,NA,Agency,NA,NA,NA,,NA,NA,,,
4384,286,266,Arizona,Papago,"Pima, Maricopa, and Papago Agency",,1883,7300,70080 (a),NA,Agency,NA,NA,NA,,NA,3,Esimtated,,
4385,290,272,Indian Territory,Pawnee,Pawnee Agency,,1883,1212,283020 (a),NA,375+80,NA,NA,NA,,NA,NA,*Boarding + Day school pop,,
4386,298,280,Utah,Ute,Ouray Agency,,1883,1400,1912320 (a),NA,Unintah,NA,NA,NA,,NA,NA,,,
4387,290,272,Indian Territory,Otoe and Missouria,Otoe Agency,,1883,262,129113 (a),NA,54,NA,NA,NA,,NA,NA,*Otoe boarding under Ponca agency,,
4388,,,Indian Territory,,Osage Agency,,1883,NA,1570196 (a),NA,375,NA,NA,NA,,NA,1,,,
4389,290,272,Indian Territory,Osage,Osage Agency,,1883,1764,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4390,290,272,Indian Territory,Kaw ,Osage Agency,,1883,292,Agency,NA,Agency,NA,NA,NA,,NA,Agency,,,
4391,290,272,Indian Territory,Quapaw ,Osage Agency,,1883,150,Agency,NA,Agency,NA,NA,NA,,NA,Agency,Estimated,,
4392,,,Washington,,"Nisqually, S'Kokomish and Tulalip Agency Agency No. 2",,1883,Agency,4987 (a),NA,38,NA,NA,NA,,NA,1,N_Students: On Nisqually and Squaxin Reservation.,,
4393,,,Washington,,"Nisqually, S'Kokomish and Tulalip Agency Agency No. 1",,1883,NA,52648 (a),NA,NA,NA,NA,NA,,NA,NA,"Acreage Data: For agency No. 1 Dwamish, Etakmur, Lummi, Muckleshoot, Snohomish, and Swinomish.",,
4394,300,280,Washington,Puyallup ,"Nisqually, S'Kokomish and Tulalip Agency",,1883,470,18062 (a),NA,70,NA,NA,NA,,NA,Agency,N_students: Boarding,,
4395,300,280,Washington,Chehalis ,"Nisqually, S'Kokomish and Tulalip Agency",,1883,139,4225 (a),NA,49,NA,NA,NA,,NA,Agency,N_students: Boarding,,
