year,STUSPS,ceded_acres,cumulative_ceded,total_acres_2021,prop_ceded
1814,LA,0,15249.933472236016,30741827.289905928,4.960646395031739e-4
1816,LA,0,15249.933472236016,30741827.289905928,4.960646395031739e-4
1817,LA,0,15249.933472236016,30741827.289905928,4.960646395031739e-4
1818,LA,2122095.2047494785,2137345.1382217146,30741827.289905928,0.06952563743416487
1819,LA,0,2137345.1382217146,30741827.289905928,0.06952563743416487
1820,LA,6394.337952681975,2143739.4761743965,30741827.289905928,0.06973363866624457
1821,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1823,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1824,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1825,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1826,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1827,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1828,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1829,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1830,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1831,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1832,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1833,LA,0,2143739.4761743965,30741827.289905928,0.06973363866624457
1835,LA,711877.559551193,2855617.0357255894,30741827.289905928,0.09289028296191199
1836,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1837,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1838,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1839,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1842,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1846,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1847,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1848,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1851,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1852,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1853,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1854,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1855,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1856,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1857,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1858,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1859,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1860,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1861,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1863,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1864,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1865,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1866,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1867,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1868,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1869,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1870,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1871,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1872,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1873,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1874,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1875,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1876,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1877,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1878,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1879,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1880,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1881,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1882,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1883,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1884,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1886,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1887,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1888,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1889,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1890,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1891,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1892,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1893,LA,0,2855617.0357255894,30741827.289905928,0.09289028296191199
1784,MA,0,0,5260537.206450875,0
1785,MA,0,0,5260537.206450875,0
1788,MA,0,0,5260537.206450875,0
1790,MA,0,0,5260537.206450875,0
1791,MA,0,0,5260537.206450875,0
1794,MA,0,0,5260537.206450875,0
1795,MA,5260537.206450969,5260537.206450969,5260537.206450875,1
1796,MA,0,5260537.206450969,5260537.206450875,1
1797,MA,0,5260537.206450969,5260537.206450875,1
1798,MA,0,5260537.206450969,5260537.206450875,1
1801,MA,0,5260537.206450969,5260537.206450875,1
1802,MA,0,5260537.206450969,5260537.206450875,1
1803,MA,0,5260537.206450969,5260537.206450875,1
1804,MA,0,5260537.206450969,5260537.206450875,1
1805,MA,0,5260537.206450969,5260537.206450875,1
1806,MA,0,5260537.206450969,5260537.206450875,1
1807,MA,0,5260537.206450969,5260537.206450875,1
1808,MA,0,5260537.206450969,5260537.206450875,1
1809,MA,0,5260537.206450969,5260537.206450875,1
1814,MA,0,5260537.206450969,5260537.206450875,1
1816,MA,0,5260537.206450969,5260537.206450875,1
1817,MA,0,5260537.206450969,5260537.206450875,1
1818,MA,0,5260537.206450969,5260537.206450875,1
1819,MA,0,5260537.206450969,5260537.206450875,1
1820,MA,0,5260537.206450969,5260537.206450875,1
1821,MA,0,5260537.206450969,5260537.206450875,1
1823,MA,0,5260537.206450969,5260537.206450875,1
1824,MA,0,5260537.206450969,5260537.206450875,1
1825,MA,0,5260537.206450969,5260537.206450875,1
1826,MA,0,5260537.206450969,5260537.206450875,1
1827,MA,0,5260537.206450969,5260537.206450875,1
1828,MA,0,5260537.206450969,5260537.206450875,1
1829,MA,0,5260537.206450969,5260537.206450875,1
1830,MA,0,5260537.206450969,5260537.206450875,1
1831,MA,0,5260537.206450969,5260537.206450875,1
1832,MA,0,5260537.206450969,5260537.206450875,1
1833,MA,0,5260537.206450969,5260537.206450875,1
1835,MA,0,5260537.206450969,5260537.206450875,1
1836,MA,0,5260537.206450969,5260537.206450875,1
1837,MA,0,5260537.206450969,5260537.206450875,1
1838,MA,0,5260537.206450969,5260537.206450875,1
1839,MA,0,5260537.206450969,5260537.206450875,1
1842,MA,0,5260537.206450969,5260537.206450875,1
1846,MA,0,5260537.206450969,5260537.206450875,1
1847,MA,0,5260537.206450969,5260537.206450875,1
1848,MA,0,5260537.206450969,5260537.206450875,1
1851,MA,0,5260537.206450969,5260537.206450875,1
1852,MA,0,5260537.206450969,5260537.206450875,1
1853,MA,0,5260537.206450969,5260537.206450875,1
1854,MA,0,5260537.206450969,5260537.206450875,1
1855,MA,0,5260537.206450969,5260537.206450875,1
1856,MA,0,5260537.206450969,5260537.206450875,1
1857,MA,0,5260537.206450969,5260537.206450875,1
1858,MA,0,5260537.206450969,5260537.206450875,1
1859,MA,0,5260537.206450969,5260537.206450875,1
1860,MA,0,5260537.206450969,5260537.206450875,1
1861,MA,0,5260537.206450969,5260537.206450875,1
1863,MA,0,5260537.206450969,5260537.206450875,1
1864,MA,0,5260537.206450969,5260537.206450875,1
1865,MA,0,5260537.206450969,5260537.206450875,1
1866,MA,0,5260537.206450969,5260537.206450875,1
1867,MA,0,5260537.206450969,5260537.206450875,1
1868,MA,0,5260537.206450969,5260537.206450875,1
1869,MA,0,5260537.206450969,5260537.206450875,1
1870,MA,0,5260537.206450969,5260537.206450875,1
1871,MA,0,5260537.206450969,5260537.206450875,1
1872,MA,0,5260537.206450969,5260537.206450875,1
1873,MA,0,5260537.206450969,5260537.206450875,1
1874,MA,0,5260537.206450969,5260537.206450875,1
1875,MA,0,5260537.206450969,5260537.206450875,1
1876,MA,0,5260537.206450969,5260537.206450875,1
1877,MA,0,5260537.206450969,5260537.206450875,1
1878,MA,0,5260537.206450969,5260537.206450875,1
1879,MA,0,5260537.206450969,5260537.206450875,1
1880,MA,0,5260537.206450969,5260537.206450875,1
1881,MA,0,5260537.206450969,5260537.206450875,1
1882,MA,0,5260537.206450969,5260537.206450875,1
1883,MA,0,5260537.206450969,5260537.206450875,1
1884,MA,0,5260537.206450969,5260537.206450875,1
1886,MA,0,5260537.206450969,5260537.206450875,1
1887,MA,0,5260537.206450969,5260537.206450875,1
1888,MA,0,5260537.206450969,5260537.206450875,1
1889,MA,0,5260537.206450969,5260537.206450875,1
1890,MA,0,5260537.206450969,5260537.206450875,1
1891,MA,0,5260537.206450969,5260537.206450875,1
1892,MA,0,5260537.206450969,5260537.206450875,1
1893,MA,0,5260537.206450969,5260537.206450875,1
1784,MD,0,0,6585224.567902835,0
1785,MD,0,0,6585224.567902835,0
1788,MD,0,0,6585224.567902835,0
1790,MD,0,0,6585224.567902835,0
1791,MD,0,0,6585224.567902835,0
1794,MD,0,0,6585224.567902835,0
1795,MD,6585224.567902936,6585224.567902936,6585224.567902835,1
1796,MD,0,6585224.567902936,6585224.567902835,1
1797,MD,0,6585224.567902936,6585224.567902835,1
1798,MD,0,6585224.567902936,6585224.567902835,1
1801,MD,0,6585224.567902936,6585224.567902835,1
1802,MD,0,6585224.567902936,6585224.567902835,1
1803,MD,0,6585224.567902936,6585224.567902835,1
1804,MD,0,6585224.567902936,6585224.567902835,1
1805,MD,0,6585224.567902936,6585224.567902835,1
1806,MD,0,6585224.567902936,6585224.567902835,1
1807,MD,0,6585224.567902936,6585224.567902835,1
1808,MD,0,6585224.567902936,6585224.567902835,1
1809,MD,0,6585224.567902936,6585224.567902835,1
1814,MD,0,6585224.567902936,6585224.567902835,1
1816,MD,0,6585224.567902936,6585224.567902835,1
1817,MD,0,6585224.567902936,6585224.567902835,1
1818,MD,0,6585224.567902936,6585224.567902835,1
1819,MD,0,6585224.567902936,6585224.567902835,1
1820,MD,0,6585224.567902936,6585224.567902835,1
1821,MD,0,6585224.567902936,6585224.567902835,1
1823,MD,0,6585224.567902936,6585224.567902835,1
1824,MD,0,6585224.567902936,6585224.567902835,1
1825,MD,0,6585224.567902936,6585224.567902835,1
1826,MD,0,6585224.567902936,6585224.567902835,1
1827,MD,0,6585224.567902936,6585224.567902835,1
1828,MD,0,6585224.567902936,6585224.567902835,1
1829,MD,0,6585224.567902936,6585224.567902835,1
1830,MD,0,6585224.567902936,6585224.567902835,1
1831,MD,0,6585224.567902936,6585224.567902835,1
1832,MD,0,6585224.567902936,6585224.567902835,1
1833,MD,0,6585224.567902936,6585224.567902835,1
1835,MD,0,6585224.567902936,6585224.567902835,1
1836,MD,0,6585224.567902936,6585224.567902835,1
1837,MD,0,6585224.567902936,6585224.567902835,1
1838,MD,0,6585224.567902936,6585224.567902835,1
1839,MD,0,6585224.567902936,6585224.567902835,1
1842,MD,0,6585224.567902936,6585224.567902835,1
1846,MD,0,6585224.567902936,6585224.567902835,1
1847,MD,0,6585224.567902936,6585224.567902835,1
1848,MD,0,6585224.567902936,6585224.567902835,1
1851,MD,0,6585224.567902936,6585224.567902835,1
1852,MD,0,6585224.567902936,6585224.567902835,1
1853,MD,0,6585224.567902936,6585224.567902835,1
1854,MD,0,6585224.567902936,6585224.567902835,1
1855,MD,0,6585224.567902936,6585224.567902835,1
1856,MD,0,6585224.567902936,6585224.567902835,1
1857,MD,0,6585224.567902936,6585224.567902835,1
1858,MD,0,6585224.567902936,6585224.567902835,1
1859,MD,0,6585224.567902936,6585224.567902835,1
1860,MD,0,6585224.567902936,6585224.567902835,1
1861,MD,0,6585224.567902936,6585224.567902835,1
1863,MD,0,6585224.567902936,6585224.567902835,1
1864,MD,0,6585224.567902936,6585224.567902835,1
1865,MD,0,6585224.567902936,6585224.567902835,1
1866,MD,0,6585224.567902936,6585224.567902835,1
1867,MD,0,6585224.567902936,6585224.567902835,1
1868,MD,0,6585224.567902936,6585224.567902835,1
1869,MD,0,6585224.567902936,6585224.567902835,1
1870,MD,0,6585224.567902936,6585224.567902835,1
1871,MD,0,6585224.567902936,6585224.567902835,1
1872,MD,0,6585224.567902936,6585224.567902835,1
1873,MD,0,6585224.567902936,6585224.567902835,1
1874,MD,0,6585224.567902936,6585224.567902835,1
1875,MD,0,6585224.567902936,6585224.567902835,1
1876,MD,0,6585224.567902936,6585224.567902835,1
1877,MD,0,6585224.567902936,6585224.567902835,1
1878,MD,0,6585224.567902936,6585224.567902835,1
1879,MD,0,6585224.567902936,6585224.567902835,1
1880,MD,0,6585224.567902936,6585224.567902835,1
1881,MD,0,6585224.567902936,6585224.567902835,1
1882,MD,0,6585224.567902936,6585224.567902835,1
1883,MD,0,6585224.567902936,6585224.567902835,1
1884,MD,0,6585224.567902936,6585224.567902835,1
1886,MD,0,6585224.567902936,6585224.567902835,1
1887,MD,0,6585224.567902936,6585224.567902835,1
1888,MD,0,6585224.567902936,6585224.567902835,1
1889,MD,0,6585224.567902936,6585224.567902835,1
1890,MD,0,6585224.567902936,6585224.567902835,1
1891,MD,0,6585224.567902936,6585224.567902835,1
1892,MD,0,6585224.567902936,6585224.567902835,1
1893,MD,0,6585224.567902936,6585224.567902835,1
1784,ME,0,0,21245880.84412982,0
1785,ME,0,0,21245880.84412982,0
1788,ME,0,0,21245880.84412982,0
1790,ME,0,0,21245880.84412982,0
1791,ME,0,0,21245880.84412982,0
1794,ME,0,0,21245880.84412982,0
1795,ME,21245880.844129797,21245880.844129797,21245880.84412982,0.999999999999999
1796,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1797,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1798,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1801,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1802,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1803,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1804,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1805,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1806,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1807,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1808,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1809,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1814,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1816,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1817,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1818,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1819,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1820,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1821,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1823,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1824,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1825,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1826,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1827,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1828,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1829,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1830,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1831,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1832,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1833,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1835,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1836,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1837,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1838,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1839,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1842,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1846,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1847,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1848,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1851,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1852,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1853,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1854,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1855,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1856,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1857,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1858,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1859,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1860,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1861,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1863,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1864,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1865,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1866,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1867,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1868,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1869,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1870,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1871,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1872,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1873,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1874,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1875,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1876,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1877,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1878,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1879,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1880,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1881,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1882,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1883,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1884,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1886,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1887,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1888,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1889,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1890,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1891,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1892,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1893,ME,0,21245880.844129797,21245880.84412982,0.999999999999999
1784,MI,0,0,37649175.2880441,0
1785,MI,0,0,37649175.2880441,0
1788,MI,0,0,37649175.2880441,0
1790,MI,0,0,37649175.2880441,0
1791,MI,0,0,37649175.2880441,0
1794,MI,0,0,37649175.2880441,0
1795,MI,39892.029792150766,39892.029792150766,37649175.2880441,0.001059572473684939
1796,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1797,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1798,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1801,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1802,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1803,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1804,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1805,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1806,MI,0,39892.029792150766,37649175.2880441,0.001059572473684939
1807,MI,5559693.310719717,5599585.340511868,37649175.2880441,0.14873062418156277
1808,MI,0,5599585.340511868,37649175.2880441,0.14873062418156277
1809,MI,10256.124630250482,5609841.465142118,37649175.2880441,0.14900303717737962
1814,MI,0,5609841.465142118,37649175.2880441,0.14900303717737962
1816,MI,0,5609841.465142118,37649175.2880441,0.14900303717737962
1817,MI,221661.13679944078,5831502.6019415585,37649175.2880441,0.154890580134259
1818,MI,8106.997903562882,5839609.599845122,37649175.2880441,0.15510591016052222
1819,MI,7645924.636411919,13485534.23625704,37649175.2880441,0.35818936624993
1820,MI,28948.316098864037,13514482.552355904,37649175.2880441,0.35895826267003444
1821,MI,3823710.978763673,17338193.531119578,37649175.2880441,0.4605198758928859
1823,MI,0,17338193.531119578,37649175.2880441,0.4605198758928859
1824,MI,0,17338193.531119578,37649175.2880441,0.4605198758928859
1825,MI,0,17338193.531119578,37649175.2880441,0.4605198758928859
1826,MI,262.6338329657597,17338456.164952543,37649175.2880441,0.46052685171190333
1827,MI,85056.98046064327,17423513.145413186,37649175.2880441,0.46278605074640794
1828,MI,177352.1711793998,17600865.316592585,37649175.2880441,0.4674967029671412
1829,MI,0,17600865.316592585,37649175.2880441,0.4674967029671412
1830,MI,0,17600865.316592585,37649175.2880441,0.4674967029671412
1831,MI,0,17600865.316592585,37649175.2880441,0.4674967029671412
1832,MI,39353.443428891456,17640218.760021478,37649175.2880441,0.46854197004478126
1833,MI,0,17640218.760021478,37649175.2880441,0.46854197004478126
1835,MI,0,17640218.760021478,37649175.2880441,0.46854197004478126
1836,MI,14968637.63473157,32608856.394753046,37649175.2880441,0.8661240557136012
1837,MI,0,32608856.394753046,37649175.2880441,0.8661240557136012
1838,MI,0,32608856.394753046,37649175.2880441,0.8661240557136012
1839,MI,0,32608856.394753046,37649175.2880441,0.8661240557136012
1842,MI,5421046.910343356,38029903.3050964,37649175.2880441,1
1846,MI,0,38029903.3050964,37649175.2880441,1
1847,MI,0,38029903.3050964,37649175.2880441,1
1848,MI,0,38029903.3050964,37649175.2880441,1
1851,MI,0,38029903.3050964,37649175.2880441,1
1852,MI,0,38029903.3050964,37649175.2880441,1
1853,MI,0,38029903.3050964,37649175.2880441,1
1854,MI,66349.70873725157,38096253.01383366,37649175.2880441,1
1855,MI,1189616.4410109487,39285869.45484461,37649175.2880441,1
1856,MI,0,39285869.45484461,37649175.2880441,1
1857,MI,0,39285869.45484461,37649175.2880441,1
1858,MI,0,39285869.45484461,37649175.2880441,1
1859,MI,0,39285869.45484461,37649175.2880441,1
1860,MI,0,39285869.45484461,37649175.2880441,1
1861,MI,0,39285869.45484461,37649175.2880441,1
1863,MI,0,39285869.45484461,37649175.2880441,1
1864,MI,0,39285869.45484461,37649175.2880441,1
1865,MI,0,39285869.45484461,37649175.2880441,1
1866,MI,0,39285869.45484461,37649175.2880441,1
1867,MI,0,39285869.45484461,37649175.2880441,1
1868,MI,0,39285869.45484461,37649175.2880441,1
1869,MI,0,39285869.45484461,37649175.2880441,1
1870,MI,0,39285869.45484461,37649175.2880441,1
1871,MI,0,39285869.45484461,37649175.2880441,1
1872,MI,0,39285869.45484461,37649175.2880441,1
1873,MI,0,39285869.45484461,37649175.2880441,1
1874,MI,19492.4601699731,39305361.91501458,37649175.2880441,1
1875,MI,0,39305361.91501458,37649175.2880441,1
1876,MI,0,39305361.91501458,37649175.2880441,1
1877,MI,0,39305361.91501458,37649175.2880441,1
1878,MI,0,39305361.91501458,37649175.2880441,1
1879,MI,0,39305361.91501458,37649175.2880441,1
1880,MI,0,39305361.91501458,37649175.2880441,1
1881,MI,0,39305361.91501458,37649175.2880441,1
1882,MI,0,39305361.91501458,37649175.2880441,1
1883,MI,0,39305361.91501458,37649175.2880441,1
1884,MI,0,39305361.91501458,37649175.2880441,1
1886,MI,0,39305361.91501458,37649175.2880441,1
1887,MI,0,39305361.91501458,37649175.2880441,1
1888,MI,0,39305361.91501458,37649175.2880441,1
1889,MI,0,39305361.91501458,37649175.2880441,1
1890,MI,0,39305361.91501458,37649175.2880441,1
1891,MI,0,39305361.91501458,37649175.2880441,1
1892,MI,0,39305361.91501458,37649175.2880441,1
1893,MI,0,39305361.91501458,37649175.2880441,1
1784,MN,0,0,54944591.84951174,0
1785,MN,0,0,54944591.84951174,0
1788,MN,0,0,54944591.84951174,0
1790,MN,0,0,54944591.84951174,0
1791,MN,0,0,54944591.84951174,0
1794,MN,0,0,54944591.84951174,0
1795,MN,0,0,54944591.84951174,0
1796,MN,0,0,54944591.84951174,0
1797,MN,0,0,54944591.84951174,0
1798,MN,0,0,54944591.84951174,0
1801,MN,0,0,54944591.84951174,0
1802,MN,0,0,54944591.84951174,0
1803,MN,0,0,54944591.84951174,0
1804,MN,0,0,54944591.84951174,0
1805,MN,0,0,54944591.84951174,0
1806,MN,0,0,54944591.84951174,0
1807,MN,0,0,54944591.84951174,0
1808,MN,0,0,54944591.84951174,0
1809,MN,0,0,54944591.84951174,0
1814,MN,0,0,54944591.84951174,0
1816,MN,0,0,54944591.84951174,0
1817,MN,0,0,54944591.84951174,0
1818,MN,0,0,54944591.84951174,0
1819,MN,0,0,54944591.84951174,0
1820,MN,0,0,54944591.84951174,0
1821,MN,0,0,54944591.84951174,0
1823,MN,0,0,54944591.84951174,0
1824,MN,0,0,54944591.84951174,0
1825,MN,0,0,54944591.84951174,0
1826,MN,0,0,54944591.84951174,0
1827,MN,0,0,54944591.84951174,0
1828,MN,0,0,54944591.84951174,0
1829,MN,0,0,54944591.84951174,0
1830,MN,728323.2030964659,728323.2030964659,54944591.84951174,0.01325559401899421
1831,MN,0,728323.2030964659,54944591.84951174,0.01325559401899421
1832,MN,307898.797159531,1036222.0002559968,54944591.84951174,0.018859399358068123
1833,MN,48725.874488331036,1084947.874744328,54944591.84951174,0.01974621774816167
1835,MN,0,1084947.874744328,54944591.84951174,0.01974621774816167
1836,MN,0,1084947.874744328,54944591.84951174,0.01974621774816167
1837,MN,4267641.433154092,5352589.30789842,54944591.84951174,0.09741794647521775
1838,MN,0,5352589.30789842,54944591.84951174,0.09741794647521775
1839,MN,0,5352589.30789842,54944591.84951174,0.09741794647521775
1842,MN,37114.77473908273,5389704.082637503,54944591.84951174,0.0980934410687664
1846,MN,1092468.7895468117,6482172.872184315,54944591.84951174,0.11797654062001951
1847,MN,1858673.9545734867,8340846.826757802,54944591.84951174,0.15180469170837824
1848,MN,766205.1650266981,9107051.9917845,54944591.84951174,0.16574974324548428
