STUSPS,total_acres_2021,year,morill_acres,homestead_acres,morill_acres_cum,homestead_acres_cum
TN,27051404.218321744,1869,0,0,0,0
TN,27051404.218321744,1870,0,0,0,0
TN,27051404.218321744,1871,0,0,0,0
TN,27051404.218321744,1872,0,0,0,0
TN,27051404.218321744,1873,0,0,0,0
TN,27051404.218321744,1874,0,0,0,0
TN,27051404.218321744,1875,0,0,0,0
TN,27051404.218321744,1876,0,0,0,0
TN,27051404.218321744,1877,0,0,0,0
TN,27051404.218321744,1878,0,0,0,0
TN,27051404.218321744,1879,0,0,0,0
TN,27051404.218321744,1880,0,0,0,0
TN,27051404.218321744,1881,0,0,0,0
TN,27051404.218321744,1882,0,0,0,0
TN,27051404.218321744,1883,0,0,0,0
TN,27051404.218321744,1884,0,0,0,0
TN,27051404.218321744,1885,0,0,0,0
TN,27051404.218321744,1886,0,0,0,0
TN,27051404.218321744,1887,0,0,0,0
TN,27051404.218321744,1888,0,0,0,0
TN,27051404.218321744,1889,0,0,0,0
TN,27051404.218321744,1890,0,0,0,0
TN,27051404.218321744,1891,0,0,0,0
TN,27051404.218321744,1892,0,0,0,0
TN,27051404.218321744,1893,0,0,0,0
TN,27051404.218321744,1894,0,0,0,0
TN,27051404.218321744,1895,0,0,0,0
TN,27051404.218321744,1896,0,0,0,0
TN,27051404.218321744,1897,0,0,0,0
TN,27051404.218321744,1898,0,0,0,0
TN,27051404.218321744,1899,0,0,0,0
TN,27051404.218321744,1900,0,0,0,0
TN,27051404.218321744,1901,0,0,0,0
TN,27051404.218321744,1902,0,0,0,0
TN,27051404.218321744,1903,0,0,0,0
TN,27051404.218321744,1904,0,0,0,0
TN,27051404.218321744,1905,0,0,0,0
TN,27051404.218321744,1906,0,0,0,0
TN,27051404.218321744,1907,0,0,0,0
TN,27051404.218321744,1908,0,0,0,0
TN,27051404.218321744,1909,0,0,0,0
TN,27051404.218321744,1910,0,0,0,0
TN,27051404.218321744,1911,0,0,0,0
TN,27051404.218321744,1912,0,0,0,0
TN,27051404.218321744,1913,0,0,0,0
TN,27051404.218321744,1914,0,0,0,0
TN,27051404.218321744,1915,0,0,0,0
TN,27051404.218321744,1916,0,0,0,0
TN,27051404.218321744,1917,0,0,0,0
TN,27051404.218321744,1918,0,0,0,0
TN,27051404.218321744,1919,0,0,0,0
TN,27051404.218321744,1920,0,0,0,0
TN,27051404.218321744,1921,0,0,0,0
TN,27051404.218321744,1922,0,0,0,0
TN,27051404.218321744,1923,0,0,0,0
TN,27051404.218321744,1924,0,0,0,0
TN,27051404.218321744,1925,0,0,0,0
TN,27051404.218321744,1926,0,0,0,0
TN,27051404.218321744,1927,0,0,0,0
TN,27051404.218321744,1928,0,0,0,0
TN,27051404.218321744,1929,0,0,0,0
TN,27051404.218321744,1930,0,0,0,0
TX,173146834.99043107,1862,0,0,0,0
TX,173146834.99043107,1863,0,0,0,0
TX,173146834.99043107,1864,0,0,0,0
TX,173146834.99043107,1865,0,0,0,0
TX,173146834.99043107,1866,0,0,0,0
TX,173146834.99043107,1867,0,0,0,0
TX,173146834.99043107,1868,0,0,0,0
TX,173146834.99043107,1869,0,0,0,0
TX,173146834.99043107,1870,0,0,0,0
TX,173146834.99043107,1871,0,0,0,0
TX,173146834.99043107,1872,0,0,0,0
TX,173146834.99043107,1873,0,0,0,0
TX,173146834.99043107,1874,0,0,0,0
TX,173146834.99043107,1875,0,0,0,0
TX,173146834.99043107,1876,0,0,0,0
TX,173146834.99043107,1877,0,0,0,0
TX,173146834.99043107,1878,0,0,0,0
TX,173146834.99043107,1879,0,0,0,0
TX,173146834.99043107,1880,0,0,0,0
TX,173146834.99043107,1881,0,0,0,0
TX,173146834.99043107,1882,0,0,0,0
TX,173146834.99043107,1883,0,0,0,0
TX,173146834.99043107,1884,0,0,0,0
TX,173146834.99043107,1885,0,0,0,0
TX,173146834.99043107,1886,0,0,0,0
TX,173146834.99043107,1887,0,0,0,0
TX,173146834.99043107,1888,0,0,0,0
TX,173146834.99043107,1889,0,0,0,0
TX,173146834.99043107,1890,0,0,0,0
TX,173146834.99043107,1891,0,0,0,0
TX,173146834.99043107,1892,0,0,0,0
TX,173146834.99043107,1893,0,0,0,0
TX,173146834.99043107,1894,0,0,0,0
TX,173146834.99043107,1895,0,0,0,0
TX,173146834.99043107,1896,0,0,0,0
TX,173146834.99043107,1897,0,0,0,0
TX,173146834.99043107,1898,0,0,0,0
TX,173146834.99043107,1899,0,0,0,0
TX,173146834.99043107,1900,0,0,0,0
TX,173146834.99043107,1901,0,0,0,0
TX,173146834.99043107,1902,0,0,0,0
TX,173146834.99043107,1903,0,0,0,0
TX,173146834.99043107,1904,0,0,0,0
TX,173146834.99043107,1905,0,0,0,0
TX,173146834.99043107,1906,0,0,0,0
TX,173146834.99043107,1907,0,0,0,0
TX,173146834.99043107,1908,0,0,0,0
TX,173146834.99043107,1909,0,0,0,0
TX,173146834.99043107,1910,0,0,0,0
TX,173146834.99043107,1911,0,0,0,0
TX,173146834.99043107,1912,0,0,0,0
TX,173146834.99043107,1913,0,0,0,0
TX,173146834.99043107,1914,0,0,0,0
TX,173146834.99043107,1915,0,0,0,0
TX,173146834.99043107,1916,0,0,0,0
TX,173146834.99043107,1917,0,0,0,0
TX,173146834.99043107,1918,0,0,0,0
TX,173146834.99043107,1919,0,0,0,0
TX,173146834.99043107,1920,0,0,0,0
TX,173146834.99043107,1921,0,0,0,0
TX,173146834.99043107,1922,0,0,0,0
TX,173146834.99043107,1923,0,0,0,0
TX,173146834.99043107,1924,0,0,0,0
TX,173146834.99043107,1925,0,0,0,0
TX,173146834.99043107,1926,0,0,0,0
TX,173146834.99043107,1927,0,0,0,0
TX,173146834.99043107,1928,0,0,0,0
TX,173146834.99043107,1929,0,0,0,0
TX,173146834.99043107,1930,0,0,0,0
UT,54370523.9552325,1862,0,0,0,0
UT,54370523.9552325,1863,0,0,0,0
UT,54370523.9552325,1864,0,0,0,0
UT,54370523.9552325,1865,0,0,0,0
UT,54370523.9552325,1866,0,0,0,0
UT,54370523.9552325,1867,0,0,0,0
UT,54370523.9552325,1868,0,0,0,0
UT,54370523.9552325,1869,0,0,0,0
UT,54370523.9552325,1870,107.7,0,107.7,0
UT,54370523.9552325,1871,2007.90000001,0,2115.60000001,0
UT,54370523.9552325,1872,26075.22000001999,0,28190.820000029988,0
UT,54370523.9552325,1873,29160.559999989986,0,57351.38000001997,0
UT,54370523.9552325,1874,20774.004999990004,30176,78125.38500000998,30176
UT,54370523.9552325,1875,10213.519999999999,26907,88338.90500000998,57083
UT,54370523.9552325,1876,1543.0200000000002,23166,89881.92500000999,80249
UT,54370523.9552325,1877,640,29201,90521.92500000999,109450
UT,54370523.9552325,1878,0,31538,90521.92500000999,140988
UT,54370523.9552325,1879,320,12747,90841.92500000999,153735
UT,54370523.9552325,1880,160,19763,91001.92500000999,173498
UT,54370523.9552325,1881,320,37927,91321.92500000999,211425
UT,54370523.9552325,1882,159.41,59641,91481.33500000999,271066
UT,54370523.9552325,1883,0,61916,91481.33500000999,332982
UT,54370523.9552325,1884,0,57222,91481.33500000999,390204
UT,54370523.9552325,1885,0,48234,91481.33500000999,438438
UT,54370523.9552325,1886,480.4,37742,91961.73500000998,476180
UT,54370523.9552325,1887,0,31569,91961.73500000998,507749
UT,54370523.9552325,1888,5407.29,24741,97369.02500000998,532490
UT,54370523.9552325,1889,0,28153,97369.02500000998,560643
UT,54370523.9552325,1890,80,35233,97449.02500000998,595876
UT,54370523.9552325,1891,0,37750,97449.02500000998,633626
UT,54370523.9552325,1892,0,26740,97449.02500000998,660366
UT,54370523.9552325,1893,0,25796,97449.02500000998,686162
UT,54370523.9552325,1894,0,23138,97449.02500000998,709300
UT,54370523.9552325,1895,0,29855,97449.02500000998,739155
UT,54370523.9552325,1896,0,30035,97449.02500000998,769190
UT,54370523.9552325,1897,0,35403,97449.02500000998,804593
UT,54370523.9552325,1898,10855.24,50605,108304.26500000998,855198
UT,54370523.9552325,1899,0,51587,108304.26500000998,906785
UT,54370523.9552325,1900,45466.66999999999,48278,153770.93500000998,955063
UT,54370523.9552325,1901,54265.489999999976,47955,208036.42500000994,1003018
UT,54370523.9552325,1902,3319.73,36221,211356.15500000995,1039239
UT,54370523.9552325,1903,5298.9400000000005,37126,216655.09500000995,1076365
UT,54370523.9552325,1904,18198.449999999997,21541,234853.54500000994,1097906
UT,54370523.9552325,1905,0,16021,234853.54500000994,1113927
UT,54370523.9552325,1906,0,12256,234853.54500000994,1126183
UT,54370523.9552325,1907,11521.27,6451,246374.81500000993,1132634
UT,54370523.9552325,1908,10765.590000000002,12153,257140.40500000992,1144787
UT,54370523.9552325,1909,15521.609999999999,5875,272662.0150000099,1150662
UT,54370523.9552325,1910,120,5520,272782.0150000099,1156182
UT,54370523.9552325,1911,520,6529,273302.0150000099,1162711
UT,54370523.9552325,1912,5027.28,10332,278329.29500000994,1173043
UT,54370523.9552325,1913,0,29231,278329.29500000994,1202274
UT,54370523.9552325,1914,0,32135,278329.29500000994,1234409
UT,54370523.9552325,1915,3455.85,69638,281785.1450000099,1304047
UT,54370523.9552325,1916,0,119144,281785.1450000099,1423191
UT,54370523.9552325,1917,0,156080,281785.1450000099,1579271
UT,54370523.9552325,1918,37.73,124862,281822.8750000099,1704133
UT,54370523.9552325,1919,0,124993,281822.8750000099,1829126
UT,54370523.9552325,1920,0,143289,281822.8750000099,1972415
UT,54370523.9552325,1921,0,108024,281822.8750000099,2080439
UT,54370523.9552325,1922,0,98290,281822.8750000099,2178729
UT,54370523.9552325,1923,0,95117,281822.8750000099,2273846
UT,54370523.9552325,1924,0,98323,281822.8750000099,2372169
UT,54370523.9552325,1925,0,90183,281822.8750000099,2462352
UT,54370523.9552325,1926,40,134713,281862.8750000099,2597065
UT,54370523.9552325,1927,0,98579,281862.8750000099,2695644
UT,54370523.9552325,1928,0,66833,281862.8750000099,2762477
UT,54370523.9552325,1929,40,77873,281902.8750000099,2840350
UT,54370523.9552325,1930,80.3,85170,281983.1750000099,2925520
VA,25931926.760831572,1862,0,0,0,0
VA,25931926.760831572,1863,0,0,0,0
VA,25931926.760831572,1864,0,0,0,0
VA,25931926.760831572,1865,0,0,0,0
VA,25931926.760831572,1866,0,0,0,0
VA,25931926.760831572,1867,0,0,0,0
VA,25931926.760831572,1868,0,0,0,0
VA,25931926.760831572,1869,0,0,0,0
VA,25931926.760831572,1870,0,0,0,0
VA,25931926.760831572,1871,0,0,0,0
VA,25931926.760831572,1872,0,0,0,0
VA,25931926.760831572,1873,0,0,0,0
VA,25931926.760831572,1874,0,0,0,0
VA,25931926.760831572,1875,0,0,0,0
VA,25931926.760831572,1876,0,0,0,0
VA,25931926.760831572,1877,0,0,0,0
VA,25931926.760831572,1878,0,0,0,0
VA,25931926.760831572,1879,0,0,0,0
VA,25931926.760831572,1880,0,0,0,0
VA,25931926.760831572,1881,0,0,0,0
VA,25931926.760831572,1882,0,0,0,0
VA,25931926.760831572,1883,0,0,0,0
VA,25931926.760831572,1884,0,0,0,0
VA,25931926.760831572,1885,0,0,0,0
VA,25931926.760831572,1886,0,0,0,0
VA,25931926.760831572,1887,0,0,0,0
VA,25931926.760831572,1888,0,0,0,0
VA,25931926.760831572,1889,0,0,0,0
VA,25931926.760831572,1890,0,0,0,0
VA,25931926.760831572,1891,0,0,0,0
VA,25931926.760831572,1892,0,0,0,0
VA,25931926.760831572,1893,0,0,0,0
VA,25931926.760831572,1894,0,0,0,0
VA,25931926.760831572,1895,0,0,0,0
VA,25931926.760831572,1896,0,0,0,0
VA,25931926.760831572,1897,0,0,0,0
VA,25931926.760831572,1898,0,0,0,0
VA,25931926.760831572,1899,0,0,0,0
VA,25931926.760831572,1900,0,0,0,0
VA,25931926.760831572,1901,0,0,0,0
VA,25931926.760831572,1902,0,0,0,0
VA,25931926.760831572,1903,0,0,0,0
VA,25931926.760831572,1904,0,0,0,0
VA,25931926.760831572,1905,0,0,0,0
VA,25931926.760831572,1906,0,0,0,0
VA,25931926.760831572,1907,0,0,0,0
VA,25931926.760831572,1908,0,0,0,0
VA,25931926.760831572,1909,0,0,0,0
VA,25931926.760831572,1910,0,0,0,0
VA,25931926.760831572,1911,0,0,0,0
VA,25931926.760831572,1912,0,0,0,0
VA,25931926.760831572,1913,0,0,0,0
VA,25931926.760831572,1914,0,0,0,0
VA,25931926.760831572,1915,0,0,0,0
VA,25931926.760831572,1916,0,0,0,0
VA,25931926.760831572,1917,0,0,0,0
VA,25931926.760831572,1918,0,0,0,0
VA,25931926.760831572,1919,0,0,0,0
VA,25931926.760831572,1920,0,0,0,0
VA,25931926.760831572,1921,0,0,0,0
VA,25931926.760831572,1922,0,0,0,0
VA,25931926.760831572,1923,0,0,0,0
VA,25931926.760831572,1924,0,0,0,0
VA,25931926.760831572,1925,0,0,0,0
VA,25931926.760831572,1926,0,0,0,0
VA,25931926.760831572,1927,0,0,0,0
VA,25931926.760831572,1928,0,0,0,0
VA,25931926.760831572,1929,0,0,0,0
VA,25931926.760831572,1930,0,0,0,0
VT,6202364.077591833,1862,0,0,0,0
VT,6202364.077591833,1863,0,0,0,0
VT,6202364.077591833,1864,0,0,0,0
VT,6202364.077591833,1865,0,0,0,0
VT,6202364.077591833,1866,0,0,0,0
VT,6202364.077591833,1867,0,0,0,0
VT,6202364.077591833,1868,0,0,0,0
VT,6202364.077591833,1869,0,0,0,0
VT,6202364.077591833,1870,0,0,0,0
VT,6202364.077591833,1871,0,0,0,0
VT,6202364.077591833,1872,0,0,0,0
VT,6202364.077591833,1873,0,0,0,0
VT,6202364.077591833,1874,0,0,0,0
VT,6202364.077591833,1875,0,0,0,0
VT,6202364.077591833,1876,0,0,0,0
VT,6202364.077591833,1877,0,0,0,0
VT,6202364.077591833,1878,0,0,0,0
VT,6202364.077591833,1879,0,0,0,0
VT,6202364.077591833,1880,0,0,0,0
VT,6202364.077591833,1881,0,0,0,0
VT,6202364.077591833,1882,0,0,0,0
VT,6202364.077591833,1883,0,0,0,0
VT,6202364.077591833,1884,0,0,0,0
VT,6202364.077591833,1885,0,0,0,0
VT,6202364.077591833,1886,0,0,0,0
VT,6202364.077591833,1887,0,0,0,0
VT,6202364.077591833,1888,0,0,0,0
VT,6202364.077591833,1889,0,0,0,0
VT,6202364.077591833,1890,0,0,0,0
VT,6202364.077591833,1891,0,0,0,0
VT,6202364.077591833,1892,0,0,0,0
VT,6202364.077591833,1893,0,0,0,0
VT,6202364.077591833,1894,0,0,0,0
VT,6202364.077591833,1895,0,0,0,0
VT,6202364.077591833,1896,0,0,0,0
VT,6202364.077591833,1897,0,0,0,0
VT,6202364.077591833,1898,0,0,0,0
VT,6202364.077591833,1899,0,0,0,0
VT,6202364.077591833,1900,0,0,0,0
VT,6202364.077591833,1901,0,0,0,0
VT,6202364.077591833,1902,0,0,0,0
VT,6202364.077591833,1903,0,0,0,0
VT,6202364.077591833,1904,0,0,0,0
VT,6202364.077591833,1905,0,0,0,0
VT,6202364.077591833,1906,0,0,0,0
VT,6202364.077591833,1907,0,0,0,0
VT,6202364.077591833,1908,0,0,0,0
VT,6202364.077591833,1909,0,0,0,0
VT,6202364.077591833,1910,0,0,0,0
VT,6202364.077591833,1911,0,0,0,0
VT,6202364.077591833,1912,0,0,0,0
VT,6202364.077591833,1913,0,0,0,0
VT,6202364.077591833,1914,0,0,0,0
VT,6202364.077591833,1915,0,0,0,0
VT,6202364.077591833,1916,0,0,0,0
VT,6202364.077591833,1917,0,0,0,0
VT,6202364.077591833,1918,0,0,0,0
VT,6202364.077591833,1919,0,0,0,0
VT,6202364.077591833,1920,0,0,0,0
VT,6202364.077591833,1921,0,0,0,0
VT,6202364.077591833,1922,0,0,0,0
VT,6202364.077591833,1923,0,0,0,0
VT,6202364.077591833,1924,0,0,0,0
VT,6202364.077591833,1925,0,0,0,0
VT,6202364.077591833,1926,0,0,0,0
VT,6202364.077591833,1927,0,0,0,0
VT,6202364.077591833,1928,0,0,0,0
VT,6202364.077591833,1929,0,0,0,0
VT,6202364.077591833,1930,0,0,0,0
WA,44318409.88181194,1862,0,0,0,0
WA,44318409.88181194,1863,0,0,0,0
WA,44318409.88181194,1864,0,0,0,0
WA,44318409.88181194,1865,0,0,0,0
WA,44318409.88181194,1866,1280,0,1280,0
WA,44318409.88181194,1867,0,0,1280,0
WA,44318409.88181194,1868,0,9270,1280,9270
WA,44318409.88181194,1869,4316.73,35127,5596.73,44397
WA,44318409.88181194,1870,3200.5200000000004,20961,8797.25,65358
WA,44318409.88181194,1871,0,15896,8797.25,81254
WA,44318409.88181194,1872,36074.060000009995,14098,44871.310000009995,95352
WA,44318409.88181194,1873,7524.740000000002,15969,52396.05000001,111321
WA,44318409.88181194,1874,6171.189999990001,14163,58567.24,125484
WA,44318409.88181194,1875,1863.4149999999997,27875,60430.655,153359
WA,44318409.88181194,1876,485.51500001,38840,60916.170000009995,192199
WA,44318409.88181194,1877,1170.91000001,36821,62087.080000019996,229020
WA,44318409.88181194,1878,43.55,37141,62130.63000002,266161
WA,44318409.88181194,1879,0,38562,62130.63000002,304723
WA,44318409.88181194,1880,0,35796,62130.63000002,340519
WA,44318409.88181194,1881,0,43083,62130.63000002,383602
WA,44318409.88181194,1882,160,52648,62290.63000002,436250
WA,44318409.88181194,1883,0,88507,62290.63000002,524757
WA,44318409.88181194,1884,0,105471,62290.63000002,630228
WA,44318409.88181194,1885,0,110981,62290.63000002,741209
WA,44318409.88181194,1886,0,108671,62290.63000002,849880
WA,44318409.88181194,1887,0,127177,62290.63000002,977057
WA,44318409.88181194,1888,0,134976,62290.63000002,1112033
WA,44318409.88181194,1889,160,178684,62450.63000002,1290717
WA,44318409.88181194,1890,963.31,314601,63413.94000002,1605318
WA,44318409.88181194,1891,0,185704,63413.94000002,1791022
WA,44318409.88181194,1892,0,166005,63413.94000002,1957027
WA,44318409.88181194,1893,10196.720000000001,157873,73610.66000002,2114900
WA,44318409.88181194,1894,13883.680000000002,141880,87494.34000002,2256780
WA,44318409.88181194,1895,30094.920000000006,174962,117589.26000002,2431742
WA,44318409.88181194,1896,5600,222638,123189.26000002,2654380
WA,44318409.88181194,1897,793.575,256076,123982.83500002,2910456
WA,44318409.88181194,1898,40,279586,124022.83500002,3190042
WA,44318409.88181194,1899,2040,231276,126062.83500002,3421318
WA,44318409.88181194,1900,2220.7200000000003,228123,128283.55500002,3649441
WA,44318409.88181194,1901,1760.25,148592,130043.80500002,3798033
WA,44318409.88181194,1902,5869.2,146139,135913.00500002,3944172
WA,44318409.88181194,1903,0,133627,135913.00500002,4077799
WA,44318409.88181194,1904,80,115474,135993.00500002,4193273
WA,44318409.88181194,1905,200,255507,136193.00500002,4448780
WA,44318409.88181194,1906,2787.99,355567,138980.99500002,4804347
WA,44318409.88181194,1907,200,447215,139180.99500002,5251562
WA,44318409.88181194,1908,376.03499999999997,487803,139557.03000002,5739365
WA,44318409.88181194,1909,358.38,313307,139915.41000002,6052672
WA,44318409.88181194,1910,0,354318,139915.41000002,6406990
WA,44318409.88181194,1911,83.12,309291,139998.53000002,6716281
WA,44318409.88181194,1912,0,205591,139998.53000002,6921872
WA,44318409.88181194,1913,160,175768,140158.53000002,7097640
WA,44318409.88181194,1914,78.57,205862,140237.10000002,7303502
WA,44318409.88181194,1915,0,151742,140237.10000002,7455244
WA,44318409.88181194,1916,38.1,125104,140275.20000002,7580348
WA,44318409.88181194,1917,37.55,128193,140312.75000002,7708541
WA,44318409.88181194,1918,0,124089,140312.75000002,7832630
WA,44318409.88181194,1919,75.03,105601,140387.78000002,7938231
WA,44318409.88181194,1920,0,99283,140387.78000002,8037514
WA,44318409.88181194,1921,224.48999999999998,83185,140612.27000001998,8120699
WA,44318409.88181194,1922,0,76038,140612.27000001998,8196737
WA,44318409.88181194,1923,37.26,50008,140649.53000002,8246745
WA,44318409.88181194,1924,72.53999999999999,45326,140722.07000002,8292071
WA,44318409.88181194,1925,293.73,37372,141015.80000002,8329443
WA,44318409.88181194,1926,0,29018,141015.80000002,8358461
WA,44318409.88181194,1927,39.79,20005,141055.59000002002,8378466
WA,44318409.88181194,1928,0,11469,141055.59000002002,8389935
WA,44318409.88181194,1929,0,11084,141055.59000002002,8401019
WA,44318409.88181194,1930,40,6198,141095.59000002002,8407217
WI,36275408.33045983,1862,0,0,0,0
WI,36275408.33045983,1863,0,0,0,0
WI,36275408.33045983,1864,0,0,0,0
WI,36275408.33045983,1865,5318.655,0,5318.655,0
WI,36275408.33045983,1866,279570.6483333198,0,284889.30333331984,0
WI,36275408.33045983,1867,295626.59666663996,0,580515.8999999599,0
WI,36275408.33045983,1868,316528.6850000099,52211,897044.5849999697,52211
WI,36275408.33045983,1869,212426.92500001003,58758,1109471.5099999798,110969
WI,36275408.33045983,1870,161905.41000000003,62074,1271376.91999998,173043
WI,36275408.33045983,1871,34150.299999999996,59724,1305527.21999998,232767
WI,36275408.33045983,1872,5868.51000001,69830,1311395.72999999,302597
WI,36275408.33045983,1873,8444.009999990001,85918,1319839.73999998,388515
WI,36275408.33045983,1874,6967.727499990001,130226,1326807.46749997,518741
WI,36275408.33045983,1875,1202.6425,137695,1328010.10999997,656436
WI,36275408.33045983,1876,600,132235,1328610.10999997,788671
WI,36275408.33045983,1877,934.3,112913,1329544.40999997,901584
WI,36275408.33045983,1878,320,108943,1329864.40999997,1010527
WI,36275408.33045983,1879,0,83813,1329864.40999997,1094340
WI,36275408.33045983,1880,3360,86485,1333224.40999997,1180825
WI,36275408.33045983,1881,640,92298,1333864.40999997,1273123
WI,36275408.33045983,1882,361.1,78681,1334225.5099999702,1351804
WI,36275408.33045983,1883,320,72902,1334545.5099999702,1424706
WI,36275408.33045983,1884,80,96939,1334625.5099999702,1521645
WI,36275408.33045983,1885,520,77986,1335145.5099999702,1599631
WI,36275408.33045983,1886,0,61466,1335145.5099999702,1661097
WI,36275408.33045983,1887,80,55114,1335225.5099999702,1716211
WI,36275408.33045983,1888,800.08,55276,1336025.5899999703,1771487
WI,36275408.33045983,1889,80,76801,1336105.5899999703,1848288
WI,36275408.33045983,1890,0,77471,1336105.5899999703,1925759
WI,36275408.33045983,1891,0,75021,1336105.5899999703,2000780
WI,36275408.33045983,1892,0,62538,1336105.5899999703,2063318
WI,36275408.33045983,1893,0,53833,1336105.5899999703,2117151
WI,36275408.33045983,1894,0,42068,1336105.5899999703,2159219
WI,36275408.33045983,1895,0,37185,1336105.5899999703,2196404
WI,36275408.33045983,1896,120,41595,1336225.5899999703,2237999
WI,36275408.33045983,1897,0,38883,1336225.5899999703,2276882
WI,36275408.33045983,1898,0,35599,1336225.5899999703,2312481
WI,36275408.33045983,1899,473.15499999,43262,1336698.7449999603,2355743
WI,36275408.33045983,1900,40.555,53510,1336739.2999999602,2409253
WI,36275408.33045983,1901,0,50065,1336739.2999999602,2459318
WI,36275408.33045983,1902,160,63290,1336899.2999999602,2522608
WI,36275408.33045983,1903,0,65362,1336899.2999999602,2587970
WI,36275408.33045983,1904,97.45,53780,1336996.7499999602,2641750
WI,36275408.33045983,1905,80,57454,1337076.7499999602,2699204
WI,36275408.33045983,1906,678.9199999999998,51425,1337755.66999996,2750629
WI,36275408.33045983,1907,160,58855,1337915.66999996,2809484
WI,36275408.33045983,1908,139.63,61364,1338055.29999996,2870848
WI,36275408.33045983,1909,0,51075,1338055.29999996,2921923
WI,36275408.33045983,1910,0,41373,1338055.29999996,2963296
WI,36275408.33045983,1911,0,34164,1338055.29999996,2997460
WI,36275408.33045983,1912,0,23221,1338055.29999996,3020681
WI,36275408.33045983,1913,0,21400,1338055.29999996,3042081
WI,36275408.33045983,1914,0,12238,1338055.29999996,3054319
WI,36275408.33045983,1915,0,13316,1338055.29999996,3067635
WI,36275408.33045983,1916,0,11145,1338055.29999996,3078780
WI,36275408.33045983,1917,0,9588,1338055.29999996,3088368
WI,36275408.33045983,1918,0,7066,1338055.29999996,3095434
WI,36275408.33045983,1919,0,3855,1338055.29999996,3099289
WI,36275408.33045983,1920,0,3554,1338055.29999996,3102843
WI,36275408.33045983,1921,0,2690,1338055.29999996,3105533
WI,36275408.33045983,1922,0,940,1338055.29999996,3106473
WI,36275408.33045983,1923,0,1376,1338055.29999996,3107849
WI,36275408.33045983,1924,0,1700,1338055.29999996,3109549
WI,36275408.33045983,1925,0,1006,1338055.29999996,3110555
WI,36275408.33045983,1926,0,0,1338055.29999996,3110555
WI,36275408.33045983,1927,0,0,1338055.29999996,3110555
WI,36275408.33045983,1928,0,0,1338055.29999996,3110555
WI,36275408.33045983,1929,0,0,1338055.29999996,3110555
WI,36275408.33045983,1930,0,0,1338055.29999996,3110555
WV,15511286.800314434,1862,0,0,0,0
WV,15511286.800314434,1863,0,0,0,0
WV,15511286.800314434,1864,0,0,0,0
WV,15511286.800314434,1865,0,0,0,0
WV,15511286.800314434,1866,0,0,0,0
WV,15511286.800314434,1867,0,0,0,0
WV,15511286.800314434,1868,0,0,0,0
WV,15511286.800314434,1869,0,0,0,0
WV,15511286.800314434,1870,0,0,0,0
WV,15511286.800314434,1871,0,0,0,0
WV,15511286.800314434,1872,0,0,0,0
WV,15511286.800314434,1873,0,0,0,0
WV,15511286.800314434,1874,0,0,0,0
WV,15511286.800314434,1875,0,0,0,0
WV,15511286.800314434,1876,0,0,0,0
WV,15511286.800314434,1877,0,0,0,0
WV,15511286.800314434,1878,0,0,0,0
WV,15511286.800314434,1879,0,0,0,0
WV,15511286.800314434,1880,0,0,0,0
WV,15511286.800314434,1881,0,0,0,0
WV,15511286.800314434,1882,0,0,0,0
WV,15511286.800314434,1883,0,0,0,0
WV,15511286.800314434,1884,0,0,0,0
WV,15511286.800314434,1885,0,0,0,0
WV,15511286.800314434,1886,0,0,0,0
WV,15511286.800314434,1887,0,0,0,0
WV,15511286.800314434,1888,0,0,0,0
WV,15511286.800314434,1889,0,0,0,0
WV,15511286.800314434,1890,0,0,0,0
WV,15511286.800314434,1891,0,0,0,0
WV,15511286.800314434,1892,0,0,0,0
WV,15511286.800314434,1893,0,0,0,0
WV,15511286.800314434,1894,0,0,0,0
WV,15511286.800314434,1895,0,0,0,0
WV,15511286.800314434,1896,0,0,0,0
WV,15511286.800314434,1897,0,0,0,0
WV,15511286.800314434,1898,0,0,0,0
WV,15511286.800314434,1899,0,0,0,0
WV,15511286.800314434,1900,0,0,0,0
WV,15511286.800314434,1901,0,0,0,0
WV,15511286.800314434,1902,0,0,0,0
WV,15511286.800314434,1903,0,0,0,0
WV,15511286.800314434,1904,0,0,0,0
WV,15511286.800314434,1905,0,0,0,0
WV,15511286.800314434,1906,0,0,0,0
WV,15511286.800314434,1907,0,0,0,0
WV,15511286.800314434,1908,0,0,0,0
WV,15511286.800314434,1909,0,0,0,0
WV,15511286.800314434,1910,0,0,0,0
WV,15511286.800314434,1911,0,0,0,0
WV,15511286.800314434,1912,0,0,0,0
WV,15511286.800314434,1913,0,0,0,0
WV,15511286.800314434,1914,0,0,0,0
WV,15511286.800314434,1915,0,0,0,0
WV,15511286.800314434,1916,0,0,0,0
WV,15511286.800314434,1917,0,0,0,0
WV,15511286.800314434,1918,0,0,0,0
WV,15511286.800314434,1919,0,0,0,0
WV,15511286.800314434,1920,0,0,0,0
WV,15511286.800314434,1921,0,0,0,0
WV,15511286.800314434,1922,0,0,0,0
WV,15511286.800314434,1923,0,0,0,0
WV,15511286.800314434,1924,0,0,0,0
WV,15511286.800314434,1925,0,0,0,0
WV,15511286.800314434,1926,0,0,0,0
WV,15511286.800314434,1927,0,0,0,0
WV,15511286.800314434,1928,0,0,0,0
WV,15511286.800314434,1929,0,0,0,0
WV,15511286.800314434,1930,0,0,0,0
WY,62921138.38063217,1862,0,0,0,0
WY,62921138.38063217,1863,0,0,0,0
WY,62921138.38063217,1864,0,0,0,0
